ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.L.Hit	AOI.L.2.Hit	AOI.L.3...leak.Hit	AOI.L.4.Hit	AOI.R.1...leak.Hit	AOI.R.2.Hit	AOI.R.3.Hit	AOI.R.4.Hit	AOI.S.Hit	AOI.S.2...sen_leak.Hit	AOI.S.3.Hit	AOI.S.4.Hit	AOI.leak.Hit
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	1228	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	116	Saccade	34	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	116	Saccade	34	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	35	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	35	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	117	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	34	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	34	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	118	Saccade	68	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	118	Saccade	68	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	118	Saccade	68	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	118	Saccade	68	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	119	Saccade	16	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	35	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	35	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	120	Saccade	103	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	120	Saccade	103	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	120	Saccade	103	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	120	Saccade	103	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	120	Saccade	103	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	120	Saccade	103	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	186	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	186	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	186	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	186	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	186	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	186	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	186	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	186	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	186	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	186	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	186	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	121	Saccade	102	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	121	Saccade	102	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	121	Saccade	102	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	121	Saccade	102	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	121	Saccade	102	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	121	Saccade	102	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	238	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	16	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	204	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	204	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	204	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	204	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	204	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	204	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	204	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	204	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	204	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	204	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	204	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	204	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	122	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	135	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	135	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	135	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	135	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	135	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	135	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	135	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	135	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	123	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	124	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	42	NA	Fixation	68	973	279	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	42	NA	Fixation	68	973	279	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	42	NA	Fixation	68	973	279	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	42	NA	Fixation	68	973	279	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	125	Saccade	101	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	125	Saccade	101	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	125	Saccade	101	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	125	Saccade	101	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	125	Saccade	101	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	125	Saccade	101	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	43	NA	Fixation	34	1132	203	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
