ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.H.1...leak.Hit	AOI.H.2.Hit	AOI.H.3.Hit	AOI.H.4.Hit	AOI.W.1...leak.Hit	AOI.W.2.Hit	AOI.W.3.Hit	AOI.W.4.Hit	AOI.W.5.Hit	AOI.D.Hit	AOI.D.2.Hit	AOI.D.3.Hit	AOI.D.4...sen_leak.Hit	AOI.leak.Hit
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	5	Saccade	433	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	6	Saccade	266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	7	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	7	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	5	NA	Fixation	50	42	146	14.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	5	NA	Fixation	50	42	146	14.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	5	NA	Fixation	50	42	146	14.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	8	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	8	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	9	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	9	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	9	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	9	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	9	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	10	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	10	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	11	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	12	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	12	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	12	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	12	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	6	NA	Fixation	133	27	109	0.85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	6	NA	Fixation	133	27	109	0.85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	6	NA	Fixation	133	27	109	0.85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	6	NA	Fixation	133	27	109	0.85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	6	NA	Fixation	133	27	109	0.85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	6	NA	Fixation	133	27	109	0.85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	6	NA	Fixation	133	27	109	0.85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	6	NA	Fixation	133	27	109	0.85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	13	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	13	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	13	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	13	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	7	NA	Fixation	83	78	30	1.99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	7	NA	Fixation	83	78	30	1.99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	7	NA	Fixation	83	78	30	1.99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	7	NA	Fixation	83	78	30	1.99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	7	NA	Fixation	83	78	30	1.99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	14	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	14	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	14	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	14	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	14	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	14	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	14	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	14	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	8	NA	Fixation	150	286	297	7.27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	dis5	8	NA	Fixation	150	286	297	7.27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	dis5	8	NA	Fixation	150	286	297	7.27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	dis5	8	NA	Fixation	150	286	297	7.27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	dis5	8	NA	Fixation	150	286	297	7.27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	dis5	8	NA	Fixation	150	286	297	7.27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	dis5	8	NA	Fixation	150	286	297	7.27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	dis5	8	NA	Fixation	150	286	297	7.27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	dis5	8	NA	Fixation	150	286	297	7.27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	dis5	NA	16	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	16	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	16	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	16	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	16	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	9	NA	Fixation	667	2	80	7.61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	17	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	17	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	17	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	10	NA	Fixation	217	27	98	0.64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	18	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	19	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	19	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	19	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	19	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	19	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	dis5	NA	19	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
