ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.B.1.Hit	AOI.B.2.Hit	AOI.B.3...leak.Hit	AOI.B.4.Hit	AOI.B.5.Hit	AOI.P.1.Hit	AOI.P.2.Hit	AOI.P.3.Hit	AOI.P.4...leak.Hit	AOI.J.1.Hit	AOI.J.2.Hit	AOI.J.3...sen_leak.Hit	AOI.J.4.Hit	AOI.leak.Hit
Senthil	job0	1	NA	Fixation	67	1597	958	8.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	1	NA	Fixation	67	1597	958	8.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	1	NA	Fixation	67	1597	958	8.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	1	NA	Fixation	67	1597	958	8.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	1	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	2	NA	Fixation	183	1569	969	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	2	NA	Fixation	183	1569	969	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	2	NA	Fixation	183	1569	969	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	2	NA	Fixation	183	1569	969	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	2	NA	Fixation	183	1569	969	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	2	NA	Fixation	183	1569	969	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	2	NA	Fixation	183	1569	969	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	2	NA	Fixation	183	1569	969	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	2	NA	Fixation	183	1569	969	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	2	NA	Fixation	183	1569	969	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	2	NA	Fixation	183	1569	969	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	3	NA	Fixation	67	655	316	22.65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Senthil	job0	3	NA	Fixation	67	655	316	22.65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Senthil	job0	3	NA	Fixation	67	655	316	22.65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Senthil	job0	3	NA	Fixation	67	655	316	22.65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	3	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	3	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	4	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	4	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	4	NA	Fixation	33	647	344	0.62	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Senthil	job0	4	NA	Fixation	33	647	344	0.62	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	5	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	5	NA	Fixation	100	675	363	0.72	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Senthil	job0	5	NA	Fixation	100	675	363	0.72	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Senthil	job0	5	NA	Fixation	100	675	363	0.72	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Senthil	job0	5	NA	Fixation	100	675	363	0.72	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Senthil	job0	5	NA	Fixation	100	675	363	0.72	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Senthil	job0	5	NA	Fixation	100	675	363	0.72	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	6	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	6	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	7	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	7	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	7	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	7	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	8	Saccade	500	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	9	Saccade	199	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	9	Saccade	199	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	9	Saccade	199	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	9	Saccade	199	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	9	Saccade	199	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	9	Saccade	199	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	9	Saccade	199	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	9	Saccade	199	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	9	Saccade	199	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	9	Saccade	199	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	9	Saccade	199	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	9	Saccade	199	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	10	Saccade	233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	6	NA	Fixation	83	420	106	7.75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	6	NA	Fixation	83	420	106	7.75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	6	NA	Fixation	83	420	106	7.75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	6	NA	Fixation	83	420	106	7.75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	6	NA	Fixation	83	420	106	7.75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	NA	11	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	11	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	11	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	11	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	11	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	11	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	11	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	11	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	11	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	7	NA	Fixation	133	403	64	0.97	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	7	NA	Fixation	133	403	64	0.97	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	7	NA	Fixation	133	403	64	0.97	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	7	NA	Fixation	133	403	64	0.97	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	7	NA	Fixation	133	403	64	0.97	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	7	NA	Fixation	133	403	64	0.97	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	7	NA	Fixation	133	403	64	0.97	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	7	NA	Fixation	133	403	64	0.97	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Senthil	job0	NA	12	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	12	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	12	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	12	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	8	NA	Fixation	33	596	200	5.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	8	NA	Fixation	33	596	200	5.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	13	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	9	NA	Fixation	250	610	162	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	14	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	14	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	14	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	14	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	14	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	14	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	10	NA	Fixation	117	404	297	5.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	10	NA	Fixation	117	404	297	5.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	10	NA	Fixation	117	404	297	5.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	10	NA	Fixation	117	404	297	5.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	10	NA	Fixation	117	404	297	5.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	10	NA	Fixation	117	404	297	5.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	10	NA	Fixation	117	404	297	5.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	15	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	16	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	16	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	16	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	17	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	17	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	18	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	18	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	18	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	19	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	19	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	19	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	19	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	19	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	19	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	20	Saccade	283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	21	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	21	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	21	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	21	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	11	NA	Fixation	50	433	147	3.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	11	NA	Fixation	50	433	147	3.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	11	NA	Fixation	50	433	147	3.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	22	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	22	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	22	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	22	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	23	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	24	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	24	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	24	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	24	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	24	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	24	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	25	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	25	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	25	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	25	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senthil	job0	NA	25	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
