ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.L.7.Hit	AOI.L.8.Hit	AOI.L.9.Hit	AOI.L.4...leak.Hit	AOI.L.10.Hit	AOI.P.7.Hit	AOI.P.8.Hit	AOI.P.9.Hit	AOI.P.4...leak.Hit	AOI.P.10.Hit	AOI.N.5.Hit	AOI.N.2...sen_leak.Hit	AOI.N.6.Hit	AOI.N.7.Hit	AOI.leak.Hit
Shenyu	mit7	NA	4	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	1	NA	Fixation	134	633	520	3.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	1	NA	Fixation	134	633	520	3.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	1	NA	Fixation	134	633	520	3.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	1	NA	Fixation	134	633	520	3.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	1	NA	Fixation	134	633	520	3.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	1	NA	Fixation	134	633	520	3.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	1	NA	Fixation	134	633	520	3.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	1	NA	Fixation	134	633	520	3.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	5	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	5	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	5	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	2	NA	Fixation	33	642	479	1.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	2	NA	Fixation	33	642	479	1.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	6	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	6	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	6	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	6	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	6	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	6	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	6	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	6	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	6	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	6	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	7	Saccade	584	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	3	NA	Fixation	33	39	119	18.46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	3	NA	Fixation	33	39	119	18.46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	8	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	8	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	8	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	8	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	8	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	8	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	4	NA	Fixation	33	544	170	13.35	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Shenyu	mit7	4	NA	Fixation	33	544	170	13.35	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Shenyu	mit7	NA	9	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	9	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	9	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	9	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	9	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	9	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	9	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	9	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	9	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	10	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	5	NA	Fixation	50	600	200	1.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	5	NA	Fixation	50	600	200	1.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	5	NA	Fixation	50	600	200	1.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	11	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	11	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	11	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	11	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	11	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	6	NA	Fixation	67	616	254	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	6	NA	Fixation	67	616	254	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	6	NA	Fixation	67	616	254	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	6	NA	Fixation	67	616	254	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	12	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	12	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	12	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	12	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	12	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	12	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	12	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	12	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	13	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	13	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	13	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	13	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	13	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	13	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	13	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	13	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	13	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	13	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	13	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	14	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	14	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	14	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	15	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	15	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	15	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	15	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	15	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	15	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	15	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	15	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	7	NA	Fixation	100	95	198	13.93	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	7	NA	Fixation	100	95	198	13.93	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	7	NA	Fixation	100	95	198	13.93	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	7	NA	Fixation	100	95	198	13.93	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	7	NA	Fixation	100	95	198	13.93	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	7	NA	Fixation	100	95	198	13.93	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	16	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	16	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	16	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	16	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	16	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	16	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	16	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	8	NA	Fixation	150	315	425	8.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	8	NA	Fixation	150	315	425	8.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	8	NA	Fixation	150	315	425	8.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	8	NA	Fixation	150	315	425	8.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	8	NA	Fixation	150	315	425	8.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	8	NA	Fixation	150	315	425	8.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	8	NA	Fixation	150	315	425	8.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	8	NA	Fixation	150	315	425	8.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	8	NA	Fixation	150	315	425	8.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	17	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	17	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	17	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	17	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	17	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	17	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	17	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	17	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	17	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	17	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	9	NA	Fixation	117	242	521	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	9	NA	Fixation	117	242	521	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	9	NA	Fixation	117	242	521	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	9	NA	Fixation	117	242	521	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	9	NA	Fixation	117	242	521	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	9	NA	Fixation	117	242	521	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	9	NA	Fixation	117	242	521	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	18	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	18	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	18	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	18	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	18	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	18	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	18	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	18	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	18	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	18	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	18	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	19	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	19	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	19	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	19	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	19	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	19	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	19	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	19	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	19	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	mit7	NA	NA	Unclassified	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
