ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.R.1.Hit	AOI.R.2...leak.Hit	AOI.R.3.Hit	AOI.R.4.Hit	AOI.I.1.Hit	AOI.I.2.Hit	AOI.I.3...sen_leak.Hit	AOI.S.1.Hit	AOI.S.2.Hit	AOI.S.3...leak.Hit	AOI.leak.Hit
Takanori	inc0	7	NA	Fixation	83	1563	531	5.08	0	0	0	0	0	0	0	1	0	0	0	0
Takanori	inc0	7	NA	Fixation	83	1563	531	5.08	0	0	0	0	0	0	0	1	0	0	0	0
Takanori	inc0	7	NA	Fixation	83	1563	531	5.08	0	0	0	0	0	0	0	1	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	7	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	7	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	8	NA	Fixation	50	1538	463	3.75	0	0	0	0	0	0	0	1	0	0	0	0
Takanori	inc0	8	NA	Fixation	50	1538	463	3.75	0	0	0	0	0	0	0	1	0	0	0	0
Takanori	inc0	8	NA	Fixation	50	1538	463	3.75	0	0	0	0	0	0	0	1	0	0	0	0
Takanori	inc0	NA	8	Saccade	151	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	8	Saccade	151	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	8	Saccade	151	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	8	Saccade	151	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	8	Saccade	151	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	8	Saccade	151	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	8	Saccade	151	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	8	Saccade	151	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	8	Saccade	151	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	9	NA	Fixation	116	1416	428	0.63	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	9	NA	Fixation	116	1416	428	0.63	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	9	NA	Fixation	116	1416	428	0.63	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	9	NA	Fixation	116	1416	428	0.63	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	9	NA	Fixation	116	1416	428	0.63	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	9	NA	Fixation	116	1416	428	0.63	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	9	NA	Fixation	116	1416	428	0.63	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	9	Saccade	51	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	9	Saccade	51	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	9	Saccade	51	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	10	NA	Fixation	183	841	437	10.49	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	10	NA	Fixation	183	841	437	10.49	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	10	NA	Fixation	183	841	437	10.49	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	10	NA	Fixation	183	841	437	10.49	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	10	NA	Fixation	183	841	437	10.49	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	10	NA	Fixation	183	841	437	10.49	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	10	NA	Fixation	183	841	437	10.49	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	10	NA	Fixation	183	841	437	10.49	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	10	NA	Fixation	183	841	437	10.49	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	10	NA	Fixation	183	841	437	10.49	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	10	NA	Fixation	183	841	437	10.49	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	10	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	10	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	10	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	11	NA	Fixation	117	747	436	2.2	0	0	0	0	0	0	0	0	1	0	0	0
Takanori	inc0	11	NA	Fixation	117	747	436	2.2	0	0	0	0	0	0	0	0	1	0	0	0
Takanori	inc0	11	NA	Fixation	117	747	436	2.2	0	0	0	0	0	0	0	0	1	0	0	0
Takanori	inc0	11	NA	Fixation	117	747	436	2.2	0	0	0	0	0	0	0	0	1	0	0	0
Takanori	inc0	11	NA	Fixation	117	747	436	2.2	0	0	0	0	0	0	0	0	1	0	0	0
Takanori	inc0	11	NA	Fixation	117	747	436	2.2	0	0	0	0	0	0	0	0	1	0	0	0
Takanori	inc0	11	NA	Fixation	117	747	436	2.2	0	0	0	0	0	0	0	0	1	0	0	0
Takanori	inc0	NA	11	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	11	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	11	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	11	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	11	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	11	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	11	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	12	NA	Fixation	84	1426	174	10.59	0	0	0	0	0	0	0	0	0	0	0	1
Takanori	inc0	12	NA	Fixation	84	1426	174	10.59	0	0	0	0	0	0	0	0	0	0	0	1
Takanori	inc0	12	NA	Fixation	84	1426	174	10.59	0	0	0	0	0	0	0	0	0	0	0	1
Takanori	inc0	12	NA	Fixation	84	1426	174	10.59	0	0	0	0	0	0	0	0	0	0	0	1
Takanori	inc0	12	NA	Fixation	84	1426	174	10.59	0	0	0	0	0	0	0	0	0	0	0	1
Takanori	inc0	NA	12	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	13	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	13	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	13	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	13	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	13	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	13	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	14	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	14	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	15	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	15	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	15	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	15	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	15	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	15	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	15	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	15	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	15	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	15	Saccade	167	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	16	Saccade	267	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	13	NA	Fixation	50	495	64	2.11	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	13	NA	Fixation	50	495	64	2.11	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	13	NA	Fixation	50	495	64	2.11	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	NA	17	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	17	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	17	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	17	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	17	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	17	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	14	NA	Fixation	300	532	63	4.37	0	0	0	0	1	0	0	0	0	0	0	0
Takanori	inc0	NA	18	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	18	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	19	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	19	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	19	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	15	NA	Fixation	150	661	248	5.81	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	15	NA	Fixation	150	661	248	5.81	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	15	NA	Fixation	150	661	248	5.81	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	15	NA	Fixation	150	661	248	5.81	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	15	NA	Fixation	150	661	248	5.81	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	15	NA	Fixation	150	661	248	5.81	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	15	NA	Fixation	150	661	248	5.81	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	15	NA	Fixation	150	661	248	5.81	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	15	NA	Fixation	150	661	248	5.81	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	20	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	20	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	20	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	20	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	20	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	20	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
Takanori	inc0	NA	21	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0
