ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.H.1...leak.Hit	AOI.H.2.Hit	AOI.H.3.Hit	AOI.H.4.Hit	AOI.W.1...leak.Hit	AOI.W.2.Hit	AOI.W.3.Hit	AOI.W.4.Hit	AOI.W.5.Hit	AOI.D.Hit	AOI.D.2.Hit	AOI.D.3.Hit	AOI.D.4...sen_leak.Hit	AOI.leak.Hit
Shenyu	dis6	NA	6	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	6	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	6	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	6	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	6	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	6	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	6	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	6	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	7	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	7	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	7	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	7	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	7	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	7	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	2	NA	Fixation	83	482	243	7.21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	2	NA	Fixation	83	482	243	7.21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	2	NA	Fixation	83	482	243	7.21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	2	NA	Fixation	83	482	243	7.21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	2	NA	Fixation	83	482	243	7.21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	8	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	8	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	8	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	9	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	3	NA	Fixation	33	505	141	2.63	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	3	NA	Fixation	33	505	141	2.63	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	10	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	10	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	10	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	10	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	10	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	10	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	10	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	10	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	10	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	10	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	10	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	10	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	11	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	11	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	11	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	11	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	4	NA	Fixation	133	147	359	10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	4	NA	Fixation	133	147	359	10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	4	NA	Fixation	133	147	359	10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	4	NA	Fixation	133	147	359	10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	4	NA	Fixation	133	147	359	10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	4	NA	Fixation	133	147	359	10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	4	NA	Fixation	133	147	359	10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	4	NA	Fixation	133	147	359	10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	12	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	12	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	12	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	12	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	12	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	5	NA	Fixation	133	266	381	2.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	5	NA	Fixation	133	266	381	2.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	5	NA	Fixation	133	266	381	2.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	5	NA	Fixation	133	266	381	2.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	5	NA	Fixation	133	266	381	2.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	5	NA	Fixation	133	266	381	2.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	5	NA	Fixation	133	266	381	2.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	5	NA	Fixation	133	266	381	2.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	13	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	13	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	13	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	6	NA	Fixation	166	248	419	1.02	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	6	NA	Fixation	166	248	419	1.02	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	6	NA	Fixation	166	248	419	1.02	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	6	NA	Fixation	166	248	419	1.02	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	6	NA	Fixation	166	248	419	1.02	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	6	NA	Fixation	166	248	419	1.02	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	6	NA	Fixation	166	248	419	1.02	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	6	NA	Fixation	166	248	419	1.02	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	6	NA	Fixation	166	248	419	1.02	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	6	NA	Fixation	166	248	419	1.02	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	14	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	14	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	14	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	14	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	15	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	15	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	15	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	7	NA	Fixation	33	109	318	4.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	7	NA	Fixation	33	109	318	4.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	16	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	16	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	16	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	16	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	16	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	8	NA	Fixation	33	117	333	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	8	NA	Fixation	33	117	333	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	17	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	17	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	17	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	17	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	17	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	17	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	17	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	17	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	9	NA	Fixation	267	58	685	8.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	18	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	18	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	19	Saccade	34	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	19	Saccade	34	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	10	NA	Fixation	34	228	563	4.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	10	NA	Fixation	34	228	563	4.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	20	Saccade	319	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	21	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	21	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	21	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	21	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	21	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	21	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	NA	21	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	11	NA	Fixation	67	497	256	9.88	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	11	NA	Fixation	67	497	256	9.88	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Shenyu	dis6	11	NA	Fixation	67	497	256	9.88	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
