ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.H.1...leak.Hit	AOI.H.2.Hit	AOI.H.3.Hit	AOI.H.4.Hit	AOI.W.1...leak.Hit	AOI.W.2.Hit	AOI.W.3.Hit	AOI.W.4.Hit	AOI.W.5.Hit	AOI.D.1.Hit	AOI.D.2.Hit	AOI.D.3.Hit	AOI.D.4...sen_leak.Hit	AOI.leak.Hit
Chris_Ye	dis0	5	NA	Fixation	150	419	183	2.33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	5	NA	Fixation	150	419	183	2.33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	5	NA	Fixation	150	419	183	2.33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	5	NA	Fixation	150	419	183	2.33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	6	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	6	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	6	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	6	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	6	NA	Fixation	117	314	389	5.44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	6	NA	Fixation	117	314	389	5.44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	6	NA	Fixation	117	314	389	5.44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	6	NA	Fixation	117	314	389	5.44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	6	NA	Fixation	117	314	389	5.44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	6	NA	Fixation	117	314	389	5.44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	6	NA	Fixation	117	314	389	5.44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	7	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	7	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	7	NA	Fixation	116	273	423	1.21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	7	NA	Fixation	116	273	423	1.21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	7	NA	Fixation	116	273	423	1.21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	7	NA	Fixation	116	273	423	1.21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	7	NA	Fixation	116	273	423	1.21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	7	NA	Fixation	116	273	423	1.21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	7	NA	Fixation	116	273	423	1.21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	8	Saccade	16	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	8	NA	Fixation	250	272	386	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	9	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	9	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	9	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	9	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	9	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	9	NA	Fixation	100	566	354	6.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	9	NA	Fixation	100	566	354	6.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	9	NA	Fixation	100	566	354	6.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	9	NA	Fixation	100	566	354	6.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	9	NA	Fixation	100	566	354	6.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	9	NA	Fixation	100	566	354	6.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	10	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	10	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	10	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	10	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	11	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	11	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	11	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	12	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	12	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	12	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	13	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	10	NA	Fixation	83	902	500	8.92	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	10	NA	Fixation	83	902	500	8.92	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	10	NA	Fixation	83	902	500	8.92	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	10	NA	Fixation	83	902	500	8.92	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	10	NA	Fixation	83	902	500	8.92	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	14	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	14	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	15	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	15	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	16	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	11	NA	Fixation	183	1118	644	6.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	11	NA	Fixation	183	1118	644	6.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	11	NA	Fixation	183	1118	644	6.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	11	NA	Fixation	183	1118	644	6.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	11	NA	Fixation	183	1118	644	6.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	11	NA	Fixation	183	1118	644	6.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	11	NA	Fixation	183	1118	644	6.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	11	NA	Fixation	183	1118	644	6.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	11	NA	Fixation	183	1118	644	6.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	11	NA	Fixation	183	1118	644	6.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	11	NA	Fixation	183	1118	644	6.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	17	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	17	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	17	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	17	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	17	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	17	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	17	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	18	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	18	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	18	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	18	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	18	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	18	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	19	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	19	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	19	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	19	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	19	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	12	NA	Fixation	50	856	420	8.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	12	NA	Fixation	50	856	420	8.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	12	NA	Fixation	50	856	420	8.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	20	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	13	NA	Fixation	167	860	403	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	13	NA	Fixation	167	860	403	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	13	NA	Fixation	167	860	403	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	13	NA	Fixation	167	860	403	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	13	NA	Fixation	167	860	403	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	13	NA	Fixation	167	860	403	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	13	NA	Fixation	167	860	403	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	13	NA	Fixation	167	860	403	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	13	NA	Fixation	167	860	403	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	13	NA	Fixation	167	860	403	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	21	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	22	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	NA	22	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	dis0	14	NA	Fixation	683	662	362	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
